title,date,source,author,category,label
Science wonder work study.,2024-03-08,Reuters,Francisco Mcdonald,Business,real
Agreement player time itself.,2024-12-30,CNN,Jeffrey Lewis,Entertainment,fake
The another listen group.,2025-02-13,Fox News,Rachel Sweeney,Sports,real
Building participant benefit whose after religious time.,2023-03-17,Daily News,Tracy Caldwell,Science,real
Plant six side could fast.,2024-07-23,Fox News,Jessica Montes,Technology,fake
Tree number sound.,2023-07-24,CNN,Sean Garcia,Science,fake
Any who box along defense easy.,2024-12-10,CNN,Chad Brady,Politics,real
Theory war perhaps however meeting.,2025-01-30,The Guardian,Laura Henderson,Entertainment,fake
Bad represent growth grow.,2024-10-01,NY Times,Catherine Brooks,Business,real
Government nation person officer network more perhaps.,2023-09-27,CNN,Kayla Cruz,Science,fake
Right chance pattern officer course officer feeling.,2024-01-29,Fox News,Jonathan Holder,Sports,fake
Pay responsibility easy at economic suffer.,2023-04-01,Reuters,David Horton,Sports,real
Ball rest together education economic land fine.,2024-04-09,Daily News,Kimberly Miller,Entertainment,fake
Window back somebody property need those per.,2023-01-25,NY Times,Donna Shields,Sports,fake
Food certain work carry politics wind.,2022-07-03,Daily News,Natasha Green,Science,fake
Foreign customer forget for remain address no.,2022-07-10,The Guardian,Nancy Jackson,Entertainment,fake
Assume within surface worry strategy.,2023-01-02,,Jerry Ochoa,Politics,real
Use month upon serious series.,2024-04-24,NY Times,Christopher Pope,Business,real
Discuss throw civil through wind.,2023-10-24,NY Times,Dorothy Brown,Business,fake
Fast money piece score single bit.,2023-06-17,Fox News,Stephen Hensley,Health,real
None participant financial article whom case.,2024-10-05,BBC,Nicole Warren,Sports,fake
Front fall natural people.,2025-03-05,Reuters,Michelle Olsen,Science,fake
Western against choice popular college always able member.,2023-08-26,CNN,Mary Jackson,Entertainment,real
Plant strategy some technology serve.,2024-07-17,The Guardian,Penny Wood,Science,real
Once let couple act.,2022-09-14,Global Times,Melanie Francis,Health,real
Key detail record particular reality today popular.,2022-07-26,NY Times,Robin Lloyd,Politics,fake
Thank effort possible evening.,2022-07-11,NY Times,Christopher Rodriguez,Health,fake
Coach member end chair.,2023-04-25,NY Times,Katherine Ward,Science,real
Enjoy require operation lead relate ok.,2024-04-27,Fox News,Carlos Tyler,Entertainment,fake
Ok maintain space music.,2023-03-28,NY Times,Lori Bowman,Science,fake
Expect do also community against whatever.,2023-03-09,CNN,,Business,real
Upon teach catch feel.,2023-10-24,Global Times,Jeanette Villa,Politics,fake
Character fill them present same attention.,2023-11-16,The Guardian,David Carney,Sports,real
Top six food sister.,2023-11-11,The Guardian,Anthony Lee,Sports,real
Example decade public give life.,2024-05-25,The Guardian,Jamie Blake,Sports,fake
Assume anyone ok land green bit.,2023-01-16,Reuters,Jane Osborne,Health,fake
Garden sport Democrat their evidence system.,2023-12-09,,Amy Schmidt,Sports,real
Represent set newspaper hotel kid thought fire.,2022-08-09,CNN,Tiffany Ingram,Health,fake
Late accept third major certainly cost.,2023-04-14,NY Times,Danny Jackson,Technology,real
Bed line eye beyond.,2024-03-22,Reuters,Eileen Mcdonald,Science,real
American subject this safe.,2023-01-08,Daily News,Taylor Adams,Politics,fake
Family detail area focus guess eye.,2023-06-01,Global Times,Lisa Williams,Politics,fake
Bed kind leader weight.,2024-03-04,Fox News,Jeremy Hamilton,Business,fake
According onto of.,2022-11-21,Fox News,Tammy Brown,Sports,fake
Expect main study soon force fight forward.,2024-07-22,Fox News,Evelyn Johnson,Business,fake
Need could serious across spend.,2024-07-30,Global Times,John Garcia,Entertainment,fake
Share without position couple red young treat.,2024-06-12,Global Times,Jeffery Thomas DDS,Business,fake
Baby simple car whatever executive tend collection.,2024-09-24,Daily News,Lance Clark,Sports,real
Since rule big let or.,2022-11-10,BBC,Kimberly Huerta,Politics,fake
Again bank compare line.,2022-07-25,Daily News,Alexandra Odom,Technology,real
Small shoulder structure office.,2025-03-28,Reuters,,Politics,real
Try support contain set.,2023-09-27,The Guardian,Janet Arnold,Health,real
Represent skin probably claim star.,2023-09-22,Global Times,Timothy Bentley,Health,real
Price Congress social year scientist from.,2025-04-25,Global Times,Matthew Garcia,Science,fake
Season fine article detail film.,2022-05-22,Daily News,Connie Hernandez,Entertainment,real
Consumer very responsibility candidate yourself interest occur enough.,2022-11-16,BBC,Rachael Newman,Business,fake
Future test what western our already.,2025-01-02,,Sara Bartlett,Technology,real
Next education type generation time foot girl.,2024-07-29,Daily News,Gilbert Wright,Sports,fake
Begin cover until see.,2023-08-20,Fox News,Shelly Dean,Entertainment,fake
Be assume interest budget board under body.,2023-05-21,Daily News,Nicole Jenkins,Sports,fake
Ball natural the create.,2023-11-13,Global Times,Dawn Patel,Entertainment,fake
High table eat door.,2024-05-23,Global Times,Lisa Singleton,Health,fake
Card the field across price first character.,2024-01-10,Reuters,Morgan Davis,Politics,fake
Thousand majority example whole road.,2023-02-09,Global Times,Kevin Graham,Entertainment,fake
Almost song final key century budget growth.,2023-06-21,NY Times,Julie White,Business,real
During past cup explain within analysis why.,2022-10-27,Reuters,Tracy Williams,Sports,fake
Until everything course style eight high night person.,2024-05-13,The Guardian,Aaron Dennis,Technology,real
Sell sound main school.,2024-10-10,Reuters,Amanda Glenn,Science,real
Much person finally political whom.,2025-01-05,The Guardian,Trevor Welch,Health,fake
Ok however trip great different.,2025-02-15,Reuters,Ryan Cortez,Science,fake
Along into also happen develop rather.,2025-01-18,Daily News,,Health,fake
Order citizen than civil soldier practice make.,2022-07-12,NY Times,Deborah Prince,Politics,fake
Answer popular organization kitchen.,2025-01-20,NY Times,Ian King,Business,fake
Under affect wife system yard prepare.,2022-12-19,CNN,Jill Hill,Sports,real
Floor painting even campaign firm enter allow.,2023-11-23,Reuters,Karina Stanley,Science,real
Different personal finally herself.,2025-01-13,NY Times,Philip Guerrero,Entertainment,fake
Almost long national college.,2024-04-04,NY Times,Jeffrey Haynes,Health,fake
Arrive some memory thus his attention prevent.,2023-10-28,,April Cook DVM,Science,real
Hotel scientist hair suffer.,2022-07-03,BBC,Jennifer Martinez,Sports,fake
Each performance situation.,2025-04-06,,Michelle Leach,Technology,real
Act season despite none.,2023-03-17,Global Times,Aimee Lucero,Technology,fake
And region think easy pressure style.,2024-03-29,BBC,Gabriella Clark,Science,real
Late test former skill but.,2024-04-16,Fox News,Gina Thompson,Science,fake
Increase natural just seem position education.,2023-10-02,The Guardian,Ashley Smith,Business,fake
Amount care record.,2023-08-16,Global Times,John Church,Sports,real
Laugh man rule specific Congress or fill.,2023-03-24,NY Times,Alexandria Robinson,Technology,real
Or great six own most claim yet while.,2024-05-12,Fox News,Amanda Lee,Sports,fake
Society weight prepare us summer opportunity stand.,2023-01-12,BBC,David Bradford,Entertainment,real
Political short model defense serious record.,2023-04-23,Reuters,Leah Craig,Entertainment,fake
Maintain past responsibility share interesting group human son.,2022-11-11,Fox News,Tamara Murray,Sports,fake
Certainly I light month.,2024-04-22,Fox News,Lisa Ford,Business,real
Magazine window hospital push price kitchen.,2022-10-26,BBC,Thomas Bennett,Politics,real
Guess production service.,2023-05-07,,Stacey Castaneda,Sports,fake
Development reduce movie read raise reduce near father.,2022-05-07,Daily News,Mr. Gregory Taylor,Science,real
Name back use follow increase.,2023-11-06,Global Times,Lauren Estrada,Health,fake
Cell represent tend decision on.,2023-12-16,NY Times,Kevin Mays,Entertainment,fake
Before word appear himself majority note remember leader.,2023-01-30,Daily News,Amy Higgins,Technology,fake
Unit door why skill learn yard.,2025-01-01,Global Times,Joseph Thompson,Science,fake
Generation bar along school still.,2023-09-28,Daily News,,Health,real
Daughter hospital describe bar various ground line.,2022-10-16,Daily News,Frank James,Sports,real
Eight audience as into happen exactly also.,2023-04-03,Global Times,Ralph Moss,Science,real
Store popular well hope phone marriage.,2023-12-20,The Guardian,Martin Peck,Entertainment,real
Even organization walk care both none option.,2022-11-27,The Guardian,Megan Cole,Business,fake
Lay boy issue above necessary none.,2023-05-18,CNN,Christian Riley,Politics,real
Follow if song case special.,2022-12-30,CNN,Robert Thompson,Technology,real
Design story system too.,2022-09-02,Reuters,Joseph Ramirez,Business,real
Kid size mean region.,2023-09-19,Reuters,Sarah Reilly,Politics,real
Morning read great tough goal exactly.,2024-10-09,Reuters,Clayton Austin,Health,fake
Approach apply likely vote have.,2023-02-06,NY Times,Jessica Morgan,Health,real
Customer most argue nature TV member.,2023-11-25,The Guardian,Marie Cantu,Business,fake
Girl Republican those knowledge employee.,2022-11-07,Fox News,Robert Snyder,Science,real
Account bed half once author.,2022-09-07,NY Times,Pamela Arroyo,Health,fake
Gas order place finish organization well car.,2022-06-06,Daily News,Logan Roberts,Technology,fake
Popular whether help religious program lot.,2024-07-18,,Tina Martinez,Entertainment,real
Less most million interest.,2023-08-08,Daily News,Kristen Soto,Science,fake
Cut significant meet us piece.,2022-05-19,NY Times,Benjamin Smith,Business,real
Read that author occur.,2022-08-22,Global Times,David Garcia,Entertainment,fake
Country free mission actually scientist future page.,2024-09-23,Fox News,Shelly Walker,Business,real
Court news which data.,2025-04-03,CNN,Mark Leonard,Politics,fake
Break low clear where family education decide.,2025-03-03,The Guardian,Gary Miller,Sports,fake
Stand another your gun.,2022-05-05,BBC,Carlos Boyd,Politics,real
Leave result hand.,2022-11-30,CNN,Teresa Conner,Science,fake
Like say them capital mouth.,2023-08-20,CNN,Thomas Hart,Health,fake
Political per would all size explain current president.,2024-05-30,Fox News,Carla Henson,Science,real
Hard tend choose car then throughout.,2023-05-19,BBC,Aaron Williams,Politics,fake
Development investment tax whole.,2022-07-09,Reuters,,Sports,real
Church bring wait also traditional clearly.,2023-05-16,Daily News,Shannon West,Technology,real
As better visit.,2022-11-07,Global Times,Melvin Johnson,Entertainment,real
Itself daughter rock candidate.,2023-10-09,The Guardian,Shane Snyder,Sports,fake
Yourself ready job sell stock entire.,2023-08-31,CNN,Richard Munoz,Politics,real
Where pay edge manager understand social.,2024-01-07,BBC,Emily Weeks,Sports,real
Political able able take too.,2024-07-31,BBC,Madeline Mccoy,Science,fake
Despite inside story entire.,2023-04-03,The Guardian,Justin Whitney,Health,fake
Fine open case financial computer.,2023-12-23,Global Times,Kimberly Kidd,Business,real
Movement staff last month upon indeed big city.,2022-08-02,Fox News,,Science,fake
Avoid already walk security.,2025-03-27,BBC,Wendy Payne,Health,fake
Already team nature environmental.,2024-09-30,BBC,Scott Baker,Politics,fake
Try rise show magazine represent.,2022-10-05,Reuters,Tina Gallegos,Science,fake
Operation accept down so production.,2022-12-26,Global Times,Justin Smith,Politics,real
Attention speech ago rate should.,2022-06-29,Reuters,Rebecca Harvey,Entertainment,fake
Him economy cell bill camera treatment.,2022-06-30,NY Times,Jamie Esparza,Entertainment,fake
Throughout great today five remember.,2025-04-10,BBC,Tina Davis,Health,real
Stock fly role plan important.,2023-07-03,BBC,Blake Olson,Business,real
Along pass finish.,2025-03-15,BBC,Kyle Jackson,Technology,fake
While over news sound.,2024-06-16,Fox News,Keith Cox,Health,fake
Inside entire every reason religious kind require put.,2024-10-25,Fox News,Kyle Ross,Entertainment,real
Beautiful news real business discover dinner that.,2024-10-14,CNN,Catherine Martinez,Science,fake
Word politics happen sense energy.,2024-09-30,The Guardian,Madison Howe DDS,Health,fake
Than tree including race.,2024-07-30,Reuters,Crystal English,Sports,real
Draw arrive buy raise score wife.,2024-03-03,BBC,Angela Cook,Business,fake
Music with note break assume capital.,2025-01-31,CNN,Kimberly Daniels,Technology,real
Live prevent leader nearly scene able decide.,2023-09-10,Global Times,David Mcfarland,Politics,fake
According trouble adult impact with role.,2023-12-14,Daily News,Joel Flores,Entertainment,fake
Result campaign sport region son.,2022-07-28,Reuters,Victoria Bowman,Health,real
Huge lose against fly media trip old.,2023-11-13,The Guardian,Casey Foster,Health,fake
Which for their break adult deep difficult check.,2023-10-22,Fox News,Bridget Mckay,Politics,real
Son perhaps mission power approach market another.,2024-11-25,The Guardian,Jeffrey Lynch,Science,real
Think from stock reach third.,2023-01-03,The Guardian,Jessica Mccormick,Technology,fake
Worker today forward painting.,2024-09-28,Daily News,Donna Johns,Politics,fake
These area successful partner.,2023-03-29,The Guardian,Michelle Wright,Technology,real
Person amount impact federal blood.,2023-01-19,BBC,Jeffrey Jefferson,Entertainment,real
Threat number might paper available news.,2023-09-18,Reuters,,Science,fake
Affect movement commercial degree.,2024-12-18,BBC,Heidi Valentine,Sports,real
Then health hold could industry language very.,2025-03-07,BBC,Denise Scott,Technology,real
Sign long my question none before conference.,2023-02-03,Global Times,Kari Gould,Technology,fake
Can message difficult fly.,2024-09-21,CNN,Diane King,Politics,fake
I article eat amount compare people.,2023-12-05,The Guardian,Michelle Baxter,Entertainment,fake
Large structure summer sure only mission.,2025-03-20,Fox News,,Health,real
Concern range realize pick woman add standard.,2024-07-23,The Guardian,,Technology,real
Charge certain much size.,2024-04-22,CNN,Catherine Stevenson,Entertainment,real
Together whole choice officer story bit.,2022-11-01,BBC,Daniel Bailey,Sports,fake
Third rock none main.,2025-03-19,NY Times,Carl Gutierrez,Sports,fake
Party step light story read add.,2024-02-16,Fox News,Michael Ramirez,Business,fake
Artist likely sell.,2023-10-28,Daily News,Theresa Thomas,Politics,real
Happy knowledge bag.,2023-02-02,Reuters,Donald Perez,Entertainment,fake
Prove speech expect parent discussion church after.,2022-05-17,Reuters,Christopher Cabrera,Science,real
Conference particular section campaign.,2022-11-30,Global Times,Samantha Massey,Science,fake
Color cause get letter behavior add director.,2023-04-30,BBC,Alyssa Scott,Business,fake
Response smile late fine.,2023-08-04,Daily News,Craig Santos,Health,real
Animal during answer soldier south anyone building.,2023-03-12,CNN,Christopher Price,Entertainment,real
Strategy call plant friend trade must.,2023-02-27,Fox News,Tricia Cole,Entertainment,fake
Record pattern herself wear.,2024-06-10,Global Times,Sheri Rose,Politics,fake
Believe answer firm near.,2023-07-01,The Guardian,Ashlee Adkins,Science,real
Fill approach recognize beyond.,2024-06-13,Reuters,,Politics,real
Open air design.,2024-01-14,Daily News,Juan Mclaughlin,Health,real
Political economic field event.,2023-08-15,CNN,Richard Hensley,Science,real
Idea ok serve kitchen cell garden put.,2024-04-28,Global Times,Gary Larson,Technology,fake
Nothing since attack.,2024-10-18,CNN,Cristina Wolf,Sports,fake
Agency whether eat manager wind.,2023-07-26,CNN,Stephanie Crawford,Health,real
Present name story police arm.,2022-07-02,The Guardian,Tracy Eaton,Business,fake
Other eight thus check.,2023-01-16,The Guardian,Joseph Powell,Science,real
Kid sometimes speech.,2024-08-15,,Brian Cunningham,Sports,real
Bag region identify foreign her.,2022-11-19,NY Times,Michael Martinez,Entertainment,fake
Most sign fact get.,2024-03-16,NY Times,Nancy Valencia,Health,real
Buy energy benefit.,2022-09-21,NY Times,Richard Bailey,Science,fake
Face military wonder painting hundred quality.,2025-03-02,Reuters,Roberto Rice,Sports,real
Open under network third.,2023-11-27,Global Times,Gregory Barnes,Sports,real
Imagine remain join finally truth star public.,2024-07-19,NY Times,Glen Gonzalez,Politics,fake
Interview project do.,2024-06-27,Daily News,Mr. Christopher Garcia,Health,real
Training let money team yard.,2022-06-05,The Guardian,Anita Moore,Health,real
Fast what feeling rest trouble.,2023-09-28,Global Times,Amy Thomas,Health,fake
Middle surface house source.,2023-03-13,BBC,Robert Sanchez,Technology,fake
Success western make board cause.,2022-11-27,Reuters,Lindsey Larson,Politics,real
Century tough lawyer firm son much.,2022-08-10,Reuters,Jason Mcguire,Science,fake
Age store measure white page suddenly green method.,2024-12-16,BBC,Nicholas Preston,Health,fake
Wind process question develop air model.,2023-08-31,Global Times,Jacqueline Williams,Health,real
Player believe less court summer sea.,2024-09-24,Fox News,Kelsey Reeves,Entertainment,fake
Daughter bill from from clear great amount.,2025-02-15,CNN,Jenny Luna,Sports,fake
Quickly specific top moment away old shake relate.,2022-09-27,The Guardian,George Mclaughlin,Health,fake
Time occur style tell.,2023-06-26,The Guardian,Daniel Smith,Health,fake
Service until child region resource.,2025-01-15,Fox News,Scott Perkins,Business,fake
Check space say treat tell.,2023-05-08,Reuters,Don Edwards,Politics,fake
Make spring affect doctor finally business three.,2025-01-28,Reuters,Christopher Hudson,Technology,real
Power professional these option.,2024-10-30,BBC,Adam Campbell,Science,real
Chance shoulder about particularly social join doctor.,2023-04-18,Daily News,Morgan Spencer,Politics,real
Bed clear big reach dream citizen.,2022-07-31,Reuters,William Finley,Politics,fake
Cut meeting same movie pull.,2025-01-30,CNN,Michael Fitzpatrick,Health,real
Test certain remember she method difficult several society.,2024-01-11,NY Times,Leah Hunter,Politics,fake
Want on treat down practice big.,2022-05-16,Reuters,Stefanie Sullivan,Business,real
Year explain then resource wear rather.,2022-07-17,BBC,Derek King,Entertainment,fake
Add parent several two.,2023-08-10,BBC,Vanessa Thomas,Technology,fake
Grow lose blood water.,2022-10-30,Daily News,Sherry Lane,Politics,real
Capital or nothing know face indeed.,2023-04-04,Reuters,Brooke Frederick,Health,real
Wish production lay real eight of.,2022-07-11,Reuters,Cynthia Butler,Business,real
Mind Mr leave other.,2025-02-20,Daily News,David Cannon,Politics,fake
Manage machine apply none.,2024-03-07,The Guardian,,Business,fake
Center authority assume artist itself.,2023-10-26,Daily News,Jonathan Hill,Technology,fake
Oil sure necessary.,2023-01-27,CNN,Jack Anderson,Entertainment,real
To town blood around third system.,2024-01-08,Daily News,Amanda Smith,Business,fake
Court occur director charge.,2024-05-24,CNN,Kelsey Walker,Technology,fake
Risk individual their them floor.,2024-04-28,CNN,Shelley Boyd,Entertainment,real
Paper local but go.,2023-01-19,Daily News,Curtis Martin,Technology,real
Rule subject money scientist hit must second possible.,2023-08-29,,George Fox,Technology,fake
Stop economic happen your trouble direction lawyer.,2024-12-17,Reuters,Thomas Rice,Politics,real
Economy himself capital scene.,2023-12-02,Daily News,Kristi Ray,Entertainment,real
All general impact film set majority why.,2023-04-28,Reuters,Charles Vasquez,Technology,fake
Onto impact edge available material.,2024-05-10,Global Times,Jessica King,Science,real
Example time now American shoulder.,2023-12-03,The Guardian,Jennifer Calhoun,Sports,real
Especially rock suddenly medical degree.,2024-01-17,Global Times,Mr. Tony Leonard DVM,Politics,real
Catch adult person oil those throw herself up.,2024-05-11,CNN,Dr. Christina Hall,Health,fake
Gas me strategy generation prove pressure.,2024-11-19,Daily News,Teresa Wallace,Entertainment,real
Walk face study tough.,2023-08-02,Fox News,Randy Jackson,Health,real
Become population your focus between last.,2024-08-02,Daily News,Peter Morgan,Science,fake
Billion political produce them.,2023-12-06,Reuters,Scott Howard,Health,real
Player strategy list color personal though plant edge.,2022-11-23,Daily News,Kelly Young,Entertainment,real
Particularly simply page kitchen property five Republican.,2024-03-24,Daily News,Michelle Davis,Entertainment,fake
War particularly total state present small.,2023-02-05,CNN,Kyle Barajas,Politics,fake
So court provide couple.,2024-05-17,,Jeanette Conway,Science,real
Official stock tonight opportunity recent.,2022-11-23,NY Times,Joyce Sanders,Business,real
Land film development sea goal.,2022-08-02,BBC,Sandra Pugh,Sports,fake
General music stock eye commercial with tough tax.,2024-10-10,Daily News,Luis Lowe,Technology,fake
Lead yard focus test evening.,2022-12-18,CNN,Nicole Weber,Technology,fake
Experience heavy drop image.,2023-04-19,The Guardian,Michelle Hill,Sports,real
From suddenly social light threat herself.,2022-11-17,Daily News,Pamela Williams,Health,real
Street behavior respond room.,2024-08-23,BBC,Crystal Norris,Entertainment,real
Full use continue read local against.,2024-08-06,NY Times,Donna Lester,Technology,fake
About process worker town yourself.,2023-01-26,The Guardian,Michael Gray,Technology,real
Modern beautiful imagine.,2024-06-02,Global Times,Jennifer Stone,Science,fake
Step fine major travel.,2022-12-13,Reuters,Jennifer Harrell,Business,fake
Article wind capital up.,2024-11-30,Global Times,Ann Cruz,Science,real
Against stock painting including.,2023-12-18,BBC,Melissa Price,Science,fake
Scene yet general sign season.,2022-09-25,The Guardian,Melanie Martinez,Technology,real
Easy strong you newspaper despite third among appear.,2023-10-21,Global Times,Carmen Zhang,Science,real
Full ten including senior industry.,2024-12-19,Daily News,Eric Stewart,Entertainment,real
Necessary doctor who beyond.,2025-03-20,NY Times,Mr. Brian Roberts DVM,Sports,fake
According five experience more last western protect scientist.,2022-07-14,Daily News,Allen Miller,Business,real
No lawyer environment ball.,2023-02-25,CNN,Kenneth Hall,Business,real
Certainly minute listen current sort beat.,2023-11-24,Daily News,Joseph Lopez,Politics,fake
Whole beat point north.,2024-12-12,The Guardian,Joe Watts,Politics,fake
Already century star order which.,2022-12-21,Daily News,Christopher Cooper,Business,fake
National summer idea event international.,2023-10-13,Reuters,,Politics,real
Serve understand right throw moment child.,2022-10-29,Daily News,John Jenkins MD,Science,fake
Left head short pattern benefit capital.,2025-04-07,Daily News,Kristi Pena,Sports,real
Figure alone chair reveal raise write notice hundred.,2022-10-25,BBC,Joseph Welch,Entertainment,real
Visit black writer her rise.,2022-05-17,Daily News,Allison Harris,Health,fake
From gas situation role here.,2023-09-23,Fox News,Kathleen Fernandez,Technology,real
Culture low me.,2023-08-04,CNN,,Entertainment,real
Reason push thought it relationship.,2022-08-15,Global Times,Lucas Reynolds,Entertainment,fake
Church true past fight think recognize.,2024-02-02,BBC,Anthony Rosales,Sports,real
Foreign rule full account yeah two become.,2022-10-05,The Guardian,Joseph Dunlap,Science,fake
City teach almost base relationship section third.,2024-09-06,Daily News,Rachel Ford,Science,real
Guess carry some program.,2024-09-11,NY Times,Paul Bailey,Politics,real
Plan particularly give opportunity conference fight.,2024-07-08,BBC,Phyllis Hall,Technology,real
Hair defense actually thought more how on.,2022-11-16,The Guardian,Darren Goodman,Science,fake
Range himself simply cause church good.,2024-01-21,The Guardian,Heather Dennis,Science,fake
Age person three watch room.,2023-01-17,,Jacob Benjamin,Technology,fake
Decade reality sing full last.,2023-09-09,Global Times,Jay King,Entertainment,real
Relationship three plant consumer financial.,2023-12-03,Daily News,James Green,Business,fake
Her go measure song.,2023-04-19,NY Times,Pamela Grant,Health,real
Event what gun top eye art box support.,2024-05-24,NY Times,,Sports,real
A every wall Congress.,2023-06-19,Daily News,Katrina Mcdonald,Entertainment,real
Kitchen cup crime.,2024-12-10,Daily News,Charles Hurst,Sports,fake
Wife themselves reveal health necessary.,2025-04-09,Fox News,,Health,fake
Not start word million order quickly pattern.,2024-12-26,Daily News,Caitlin Mcgee,Sports,fake
Bill also home mind look weight.,2024-05-11,The Guardian,Michael Tanner,Sports,fake
But together begin care receive doctor evening.,2024-06-04,BBC,Martin Bowers,Science,fake
Garden professional administration value practice race.,2023-06-08,The Guardian,Faith Jones,Technology,real
Employee land discover think economic television.,2023-02-16,Fox News,Anthony Jones,Politics,fake
Office gas half record.,2023-06-18,CNN,Michael Bonilla,Technology,fake
Ask method defense reduce.,2022-09-11,Reuters,Megan Greene,Sports,real
Left radio successful.,2024-06-07,,Steven Wilson,Technology,real
More term adult what wall down race.,2024-02-14,Daily News,Ricky Myers,Entertainment,fake
Ready true capital think relationship animal.,2022-08-10,Reuters,Lisa Graham,Sports,real
Environment far also race west light must war.,2022-08-30,Daily News,Steven Salazar,Health,fake
Outside member them cold.,2024-05-13,CNN,Sara Bautista,Health,fake
Glass door not star.,2025-01-21,Fox News,Edward Mullen,Business,fake
Daughter common child about argue.,2024-11-09,,Carol Baker,Entertainment,real
Pay improve give style money evidence teacher trade.,2025-03-27,Daily News,Mary Smith,Science,real
A decade blue very now.,2025-02-19,Global Times,Meghan Harris,Health,real
His either should network top.,2024-06-09,BBC,Seth Ramirez,Politics,fake
Interesting morning offer write clearly its by.,2025-01-11,Fox News,Brad Stephens,Sports,fake
Suffer career Republican thus.,2024-01-22,Global Times,Paige Smith,Technology,fake
Know window center use partner yes information.,2024-04-03,NY Times,Denise Castaneda,Politics,fake
Should Republican next cultural authority.,2023-04-25,BBC,Jonathan Erickson,Politics,real
Degree sit while debate process character which.,2024-02-14,Reuters,Karina Morgan,Sports,real
Yourself nice east year.,2024-04-18,The Guardian,David Johnson,Technology,real
Discussion cost speak agent rich win fast.,2023-10-29,NY Times,Kathryn Whitney,Entertainment,fake
Bill more image three natural how.,2022-07-04,Reuters,Kayla Lee,Health,fake
Former unit nature argue prove.,2023-08-31,BBC,Wendy Sanchez,Politics,real
Place majority take sure month training.,2023-05-18,BBC,Rachel James,Business,real
Nation item there dream mother.,2024-12-10,Daily News,,Technology,real
Blood seven safe represent firm service.,2022-06-26,CNN,Stacey Brown,Politics,real
Produce fast read design stage.,2024-11-27,BBC,Kayla Lopez,Technology,fake
Election red exist prove police.,2024-06-23,CNN,Glenn Mcpherson,Technology,fake
Bank allow everybody enjoy figure manager source discover.,2025-03-19,Daily News,Robert Garcia,Sports,real
Identify say trial wrong.,2024-06-17,CNN,Melissa Harvey,Science,fake
Less let majority address sit.,2025-03-30,NY Times,Kevin Munoz,Entertainment,fake
Character north law pick save current nor business.,2023-07-03,The Guardian,Jeffrey Evans,Science,real
One against page hard authority.,2022-10-24,CNN,Olivia Green,Sports,fake
Do strong save.,2023-03-02,Fox News,Sarah Cannon,Sports,fake
Beautiful organization moment clearly human likely part.,2023-07-12,Fox News,Diana Smith,Politics,real
Close when its.,2024-04-01,The Guardian,Peter Boyle,Politics,real
Either buy recent.,2023-10-12,NY Times,John Lozano,Technology,fake
Record these though particular.,2024-10-15,NY Times,Emma Shepard,Entertainment,real
Yeah reason since.,2024-07-10,Daily News,,Science,real
Take message Democrat rate.,2022-08-10,Global Times,Howard Boyd,Health,real
Resource suggest find material.,2024-10-22,Fox News,,Politics,fake
Morning method according rock loss.,2023-03-10,CNN,Alexis Morales,Technology,fake
Right career first discover event score theory billion.,2022-08-17,Fox News,Kimberly Phillips,Technology,real
Number billion window meet bring.,2024-05-14,Daily News,Juan Combs,Business,real
Get pattern hear couple.,2024-02-21,CNN,Jeffrey Miller,Politics,fake
Lawyer society others itself effort.,2022-12-21,BBC,Kaitlin Patel,Technology,real
Food door democratic fill region maybe.,2023-11-20,Daily News,Amy George,Business,real
Type rise big soon wish.,2023-02-21,CNN,Tanya Galloway,Health,fake
Run such administration.,2022-12-20,Global Times,Valerie Carter,Health,fake
Candidate share prepare claim smile president.,2024-09-27,The Guardian,Jared Deleon,Technology,fake
Collection officer before well.,2023-03-27,Global Times,Eric Hess,Sports,real
Court clearly speak improve message into final federal.,2023-01-17,The Guardian,Danny Ortiz,Entertainment,fake
Degree throughout program project voice science.,2023-05-23,NY Times,Kimberly Larson,Science,fake
Present data mission sort by as.,2023-06-17,CNN,Jason Andrews,Politics,fake
Miss back wish middle major.,2024-05-23,Reuters,Richard Nguyen,Business,real
Until local well six appear soon beyond.,2024-09-01,Fox News,Angela Schneider,Science,real
Check work should here method or.,2024-11-16,Daily News,Darlene Thompson,Politics,fake
Training throw shake story investment their minute.,2024-01-16,BBC,Scott Schwartz,Sports,fake
Help lay fear.,2023-04-30,NY Times,Michelle Stevens,Business,real
Best cover report shake.,2025-03-05,Reuters,Matthew Jacobs,Entertainment,fake
Fight spring dream piece pick ago.,2024-10-06,Global Times,Laura Woods,Politics,real
Region director more find teach.,2024-07-08,Global Times,,Politics,real
Serious party teach TV air life hit.,2025-01-08,Fox News,Anthony Hammond,Sports,real
Mouth woman wall here easy.,2023-11-14,BBC,Joshua Martinez,Sports,real
Peace even for rock suffer security.,2023-07-07,BBC,Brittany Patel,Politics,fake
Industry type economic coach save stuff world.,2023-04-28,CNN,Ellen Stein,Sports,fake
The season design per hope.,2025-02-16,Global Times,Corey Harvey,Politics,fake
Town series southern study him development.,2024-10-12,Daily News,Robert Miranda,Politics,real
Than but start identify idea power throw should.,2023-09-24,Global Times,Erin Terrell MD,Technology,fake
Expert about upon popular.,2024-03-18,The Guardian,Jesus Campbell,Science,real
Most real such everything none.,2023-08-26,Global Times,Hector Mcfarland,Health,fake
Agency politics many cost view run movement.,2022-10-08,Daily News,Jasmine Young,Entertainment,fake
